task_id,source_split,source_config,text,code_python,test_list,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed,tests_typescript
751,train,sanitized,Write a function to check if the given array represents min heap or not. https://www.geeksforgeeks.org/how-to-check-if-a-given-array-represents-a-binary-heap/,"def check_min_heap_helper(arr, i):
    if 2 * i + 2 > len(arr):
        return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap_helper(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or (arr[i] <= arr[2 * i + 2] 
                                      and check_min_heap_helper(arr, 2 * i + 2))
    return left_child and right_child

def check_min_heap(arr):
  return check_min_heap_helper(arr, 0)","[""assert check_min_heap([1, 2, 3, 4, 5, 6]) == True"", ""assert check_min_heap([2, 3, 4, 5, 10, 15]) == True"", ""assert check_min_heap([2, 10, 4, 5, 3, 15]) == False""]","function check_min_heap_helper(arr: number[], i: number): boolean {
    if (2 * i + 2 > arr.length) {
        return true;
    }
    const left_child = (arr[i] <= arr[2 * i + 1]) && check_min_heap_helper(arr, 2 * i + 1);
    const right_child = (2 * i + 2 === arr.length) || (arr[i] <= arr[2 * i + 2] 
                                      && check_min_heap_helper(arr, 2 * i + 2));
    return left_child && right_child;
}

function check_min_heap(arr: number[]): boolean {
    return check_min_heap_helper(arr, 0);
}",success,1,3,0,[]
752,train,sanitized,"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...","def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]","[""assert jacobsthal_num(5) == 11"", ""assert jacobsthal_num(2) == 1"", ""assert jacobsthal_num(4) == 5"", ""assert jacobsthal_num(13) == 2731""]","function jacobsthal_num(n: number): number {
    const dp: number[] = new Array(n + 1).fill(0);
    dp[0] = 0;
    dp[1] = 1;
    for (let i = 2; i <= n; i++) {
        dp[i] = dp[i - 1] + 2 * dp[i - 2];
    }
    return dp[n];
}",success,1,4,0,[]
753,train,sanitized,Write a function to find minimum k records from tuple list. https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - in this case a verbatim copy of test cases,"def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res) ","[""assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]"", ""assert min_k([('Sanjeev', 11), ('Angat', 5), ('Akash', 3), ('Nepin', 9)], 3) == [('Akash', 3), ('Angat', 5), ('Nepin', 9)]"", ""assert min_k([('tanmay', 14), ('Amer', 11), ('Ayesha', 9), ('SKD', 16)], 1) == [('Ayesha', 9)]""]","function min_k(test_list: [string, number][], K: number): [string, number][] {
  const res = [...test_list].sort((a, b) => a[1] - b[1]).slice(0, K);
  return res;
}",success,1,3,0,[]
754,train,sanitized,"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.","def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result","[""assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 7]"", ""assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 6, 5],[0, 1, 2, 3, 4, 6, 7])==[1, 6]"", ""assert extract_index_list([1, 1, 3, 4, 6, 5, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 5]"", ""assert extract_index_list([1, 2, 3, 4, 6, 6, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[]""]","function extract_index_list<T>(l1: T[], l2: T[], l3: T[]): T[] {
    const result: T[] = [];
    const minLength = Math.min(l1.length, l2.length, l3.length);
    
    for (let i = 0; i < minLength; i++) {
        if (l1[i] === l2[i] && l2[i] === l3[i]) {
            result.push(l1[i]);
        }
    }
    
    return result;
}",success,1,4,0,[]
755,train,sanitized,Write a function to find the second smallest number in a list.,"def second_smallest(numbers):
  unique_numbers = list(set(numbers))
  unique_numbers.sort()
  if len(unique_numbers) < 2:
    return None
  else:
    return unique_numbers[1]","[""assert second_smallest([1, 2, -8, -2, 0, -2])==-2"", ""assert second_smallest([1, 1, -0.5, 0, 2, -2, -2])==-0.5"", ""assert second_smallest([2,2])==None"", ""assert second_smallest([2,2,2])==None""]","function second_smallest(numbers: number[]): number | null {
  const unique_numbers = [...new Set(numbers)];
  unique_numbers.sort((a, b) => a - b);
  if (unique_numbers.length < 2) {
    return null;
  } else {
    return unique_numbers[1];
  }
}",success,1,4,0,[]
756,train,sanitized,Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php,"import re
def text_match_zero_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return True
        else:
                return False","[""assert text_match_zero_one(\""ac\"")==False"", ""assert text_match_zero_one(\""dc\"")==False"", ""assert text_match_zero_one(\""abbbba\"")==True"", ""assert text_match_zero_one(\""dsabbbba\"")==True"", ""assert text_match_zero_one(\""asbbbba\"")==False"", ""assert text_match_zero_one(\""abaaa\"")==True""]","function text_match_zero_one(text: string): boolean {
    const pattern = /ab+?/;
    if (pattern.test(text)) {
        return true;
    } else {
        return false;
    }
}",success,1,6,0,[]
757,train,sanitized,Write a function to count the pairs of reverse strings in the given string list. https://www.geeksforgeeks.org/python-program-to-count-the-pairs-of-reverse-strings/,"def count_reverse_pairs(test_list):
  res = sum([1 for idx in range(0, len(test_list)) for idxn in range(idx, len( 
	test_list)) if test_list[idxn] == str(''.join(list(reversed(test_list[idx]))))]) 
  return res","[""assert count_reverse_pairs([\""julia\"", \""best\"", \""tseb\"", \""for\"", \""ailuj\""])== 2"", ""assert count_reverse_pairs([\""geeks\"", \""best\"", \""for\"", \""skeeg\""]) == 1"", ""assert count_reverse_pairs([\""makes\"", \""best\"", \""sekam\"", \""for\"", \""rof\""]) == 2""]","function count_reverse_pairs(test_list: string[]): number {
  let res = 0;
  for (let idx = 0; idx < test_list.length; idx++) {
    for (let idxn = idx; idxn < test_list.length; idxn++) {
      const reversed = test_list[idx].split('').reverse().join('');
      if (test_list[idxn] === reversed) {
        res += 1;
      }
    }
  }
  return res;
}",success,1,3,0,[]
758,train,sanitized,Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.,"def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result","[""assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] )=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}"", ""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}"", ""assert unique_sublists([[10, 20, 30, 40], [60, 70, 50, 50], [90, 100, 200]])=={(10, 20, 30, 40): 1, (60, 70, 50, 50): 1, (90, 100, 200): 1}"", ""assert unique_sublists([['john']])=={('john',): 1}""]","function unique_sublists<T>(list1: T[][]): Map<string, number> {
    const result = new Map<string, number>();
    
    for (const l of list1) {
        const key = JSON.stringify(l);
        result.set(key, (result.get(key) || 0) + 1);
    }
    
    return result;
}

function unique_sublists_as_object<T>(list1: T[][]): Record<string, number> {
    const result: Record<string, number> = {};
    
    for (const l of list1) {
        const key = JSON.stringify(l);
        result[key] = (result[key] || 0) + 1;
    }
    
    return result;
}",success,1,4,0,[]
759,train,sanitized,Write a function to check whether a given string is a decimal number with a precision of 2.,"def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)","[""assert is_decimal('123.11')==True"", ""assert is_decimal('e666.86')==False"", ""assert is_decimal('3.124587')==False"", ""assert is_decimal('1.11')==True"", ""assert is_decimal('1.1.11')==False""]","function is_decimal(num: string): boolean {
    const dnumre = /^[0-9]+(\.[0-9]{1,2})?$/;
    const result = dnumre.test(num);
    return result;
}",success,1,5,0,[]
760,train,sanitized,Write a python function to check whether a list of numbers contains only one distinct element or not.,"def unique_Element(arr):
    s = set(arr)
    return len(s) == 1","[""assert unique_Element([1,1,1]) == True"", ""assert unique_Element([1,2,1,2]) == False"", ""assert unique_Element([1,2,3,4,5]) == False""]","function unique_Element(arr: number[]): boolean {
    const s = new Set(arr);
    return s.size === 1;
}",success,1,3,0,[]
762,train,sanitized,Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"def check_monthnumber_number(monthnum3):
  return monthnum3==4 or monthnum3==6 or monthnum3==9 or monthnum3==11","[""assert check_monthnumber_number(6)==True"", ""assert check_monthnumber_number(2)==False"", ""assert check_monthnumber_number(12)==False""]","function check_monthnumber_number(monthnum3: number): boolean {
  return monthnum3 === 4 || monthnum3 === 6 || monthnum3 === 9 || monthnum3 === 11;
}",success,1,3,0,[]
763,train,sanitized,Write a python function to find the minimum difference between any two elements in a given array. https://www.geeksforgeeks.org/find-minimum-difference-pair/,"def find_min_diff(arr,n): 
    arr = sorted(arr) 
    diff = 10**20 
    for i in range(n-1): 
        if arr[i+1] - arr[i] < diff: 
            diff = arr[i+1] - arr[i]  
    return diff ","[""assert find_min_diff((1,5,3,19,18,25),6) == 1"", ""assert find_min_diff((4,3,2,6),4) == 1"", ""assert find_min_diff((30,5,20,9),4) == 4""]","function find_min_diff(arr: number[] | readonly number[], n: number): number {
    const sortedArr = [...arr].sort((a, b) => a - b);
    let diff = 10 ** 20;
    for (let i = 0; i < n - 1; i++) {
        if (sortedArr[i + 1] - sortedArr[i] < diff) {
            diff = sortedArr[i + 1] - sortedArr[i];
        }
    }
    return diff;
}",success,1,3,0,[]
764,train,sanitized,Write a python function to count number of digits in a given string.,"def number_ctr(str):
      number_ctr= 0
      for i in range(len(str)):
          if str[i] >= '0' and str[i] <= '9': number_ctr += 1     
      return  number_ctr","[""assert number_ctr('program2bedone') == 1"", ""assert number_ctr('3wonders') == 1"", ""assert number_ctr('123') == 3"", ""assert number_ctr('3wond-1ers2') == 3""]","function number_ctr(str: string): number {
    let numberCtr: number = 0;
    for (let i = 0; i < str.length; i++) {
        if (str[i] >= '0' && str[i] <= '9') {
            numberCtr += 1;
        }
    }
    return numberCtr;
}",success,1,4,0,[]
765,train,sanitized,Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/,"import math 
def is_polite(n): 
	n = n + 1
	return (int)(n+(math.log((n + math.log(n, 2)), 2))) ","[""assert is_polite(7) == 11"", ""assert is_polite(4) == 7"", ""assert is_polite(9) == 13""]","function is_polite(n: number): number {
    n = n + 1;
    return Math.floor(n + (Math.log2(n + Math.log2(n))));
}",success,1,3,0,[]
766,train,sanitized,Write a function to return a list of all pairs of consecutive items in a given list.,"def pair_wise(l1):
    temp = []
    for i in range(len(l1) - 1):
        current_element, next_element = l1[i], l1[i + 1]
        x = (current_element, next_element)
        temp.append(x)
    return temp","[""assert pair_wise([1,1,2,3,3,4,4,5])==[(1, 1), (1, 2), (2, 3), (3, 3), (3, 4), (4, 4), (4, 5)]"", ""assert pair_wise([1,5,7,9,10])==[(1, 5), (5, 7), (7, 9), (9, 10)]"", ""assert pair_wise([5,1,9,7,10])==[(5, 1), (1, 9), (9, 7), (7, 10)]"", ""assert pair_wise([1,2,3,4,5,6,7,8,9,10])==[(1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10)]""]","function pair_wise<T>(l1: T[]): [T, T][] {
    const temp: [T, T][] = [];
    for (let i = 0; i < l1.length - 1; i++) {
        const current_element = l1[i];
        const next_element = l1[i + 1];
        const x: [T, T] = [current_element, next_element];
        temp.push(x);
    }
    return temp;
}",success,1,4,0,[]
767,train,sanitized,"Write a python function to count the number of pairs whose sum is equal to ‘sum’. The funtion gets as input a list of numbers and the sum,","def get_pairs_count(arr, sum):
    count = 0  
    for i in range(len(arr)):
        for j in range(i + 1,len(arr)):
            if arr[i] + arr[j] == sum:
                count += 1
    return count","[""assert get_pairs_count([1,1,1,1],2) == 6"", ""assert get_pairs_count([1,5,7,-1,5],6) == 3"", ""assert get_pairs_count([1,-2,3],1) == 1"", ""assert get_pairs_count([-1,-2,3],-3) == 1""]","function get_pairs_count(arr: number[], sum: number): number {
    let count = 0;
    for (let i = 0; i < arr.length; i++) {
        for (let j = i + 1; j < arr.length; j++) {
            if (arr[i] + arr[j] === sum) {
                count += 1;
            }
        }
    }
    return count;
}",success,1,4,0,[]
769,train,sanitized,Write a python function to get the difference between two lists.,"def Diff(li1,li2):
    return list(set(li1)-set(li2)) + list(set(li2)-set(li1))
 ","[""assert (Diff([10, 15, 20, 25, 30, 35, 40], [25, 40, 35])) == [10, 20, 30, 15]"", ""assert (Diff([1,2,3,4,5], [6,7,1])) == [2,3,4,5,6,7]"", ""assert (Diff([1,2,3], [6,7,1])) == [2,3,6,7]""]","function Diff<T>(li1: T[], li2: T[]): T[] {
    const set1 = new Set(li1);
    const set2 = new Set(li2);
    
    const diff1 = [...set1].filter(x => !set2.has(x));
    const diff2 = [...set2].filter(x => !set1.has(x));
    
    return [...diff1, ...diff2];
}",success,1,3,0,[]
770,train,sanitized,Write a python function to find the sum of fourth power of first n odd natural numbers.,"def odd_num_sum(n) : 
    j = 0
    sm = 0
    for i in range(1,n + 1) : 
        j = (2*i-1) 
        sm = sm + (j*j*j*j)   
    return sm ","[""assert odd_num_sum(2) == 82"", ""assert odd_num_sum(3) == 707"", ""assert odd_num_sum(4) == 3108""]","function odd_num_sum(n: number): number {
    let j: number = 0;
    let sm: number = 0;
    for (let i = 1; i <= n; i++) {
        j = 2 * i - 1;
        sm = sm + (j * j * j * j);
    }
    return sm;
}",success,1,3,0,[]
771,train,sanitized,Write a function to check if the given expression is balanced or not. https://www.geeksforgeeks.org/check-for-balanced-parentheses-in-an-expression/,"from collections import deque
def check_expression(exp):
    if len(exp) & 1:
        return False
    stack = deque()
    for ch in exp:
        if ch == '(' or ch == '{' or ch == '[':
            stack.append(ch)
        if ch == ')' or ch == '}' or ch == ']':
            if not stack:
                return False
            top = stack.pop()
            if (top == '(' and ch != ')') or (top == '{' and ch != '}' or (top == '[' and ch != ']')):
                return False
    return not stack","[""assert check_expression(\""{()}[{}]\"") == True"", ""assert check_expression(\""{()}[{]\"") == False"", ""assert check_expression(\""{()}[{}][]({})\"") == True""]","function check_expression(exp: string): boolean {
    if (exp.length & 1) {
        return false;
    }
    const stack: string[] = [];
    for (const ch of exp) {
        if (ch === '(' || ch === '{' || ch === '[') {
            stack.push(ch);
        }
        if (ch === ')' || ch === '}' || ch === ']') {
            if (stack.length === 0) {
                return false;
            }
            const top = stack.pop()!;
            if ((top === '(' && ch !== ')') || (top === '{' && ch !== '}') || (top === '[' && ch !== ']')) {
                return false;
            }
        }
    }
    return stack.length === 0;
}",success,1,3,0,[]
772,train,sanitized,Write a function to remove all the words with k length in the given string.,"def remove_length(test_str, K):
  temp = test_str.split()
  res = [ele for ele in temp if len(ele) != K]
  res = ' '.join(res)
  return (res) ","[""assert remove_length('The person is most value tet', 3) == 'person is most value'"", ""assert remove_length('If you told me about this ok', 4) == 'If you me about ok'"", ""assert remove_length('Forces of darkeness is come into the play', 4) == 'Forces of darkeness is the'""]","function remove_length(test_str: string, K: number): string {
  const temp: string[] = test_str.split(' ');
  const res: string[] = temp.filter(ele => ele.length !== K);
  return res.join(' ');
}",success,1,3,0,[]
773,train,sanitized,Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"import re
def occurance_substring(text,pattern):
 for match in re.finditer(pattern, text):
    s = match.start()
    e = match.end()
    return (text[s:e], s, e)","[""assert occurance_substring('python programming, python language','python')==('python', 0, 6)"", ""assert occurance_substring('python programming,programming language','programming')==('programming', 7, 18)"", ""assert occurance_substring('python programming,programming language','language')==('language', 31, 39)"", ""assert occurance_substring('c++ programming, c++ language','python')==None""]","function occurance_substring(text: string, pattern: string): [string, number, number] | null {
    const regex = new RegExp(pattern, 'g');
    const match = regex.exec(text);
    
    if (match) {
        const s = match.index;
        const e = s + match[0].length;
        return [text.slice(s, e), s, e];
    }
    
    return null;
}",success,1,4,0,[]
775,train,sanitized,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))","[""assert odd_position([2,1,4,3,6,7,6,3]) == True"", ""assert odd_position([4,1,2]) == True"", ""assert odd_position([1,2,3]) == False""]","function odd_position(nums: number[]): boolean {
    return nums.every((num, i) => num % 2 === i % 2);
}",success,1,3,0,[]
776,train,sanitized,Write a function to count those characters which have vowels as their neighbors in the given string.,"def count_vowels(test_str):
  res = 0
  vow_list = ['a', 'e', 'i', 'o', 'u']
  for idx in range(1, len(test_str) - 1):
    if test_str[idx] not in vow_list and (test_str[idx - 1] in vow_list or test_str[idx + 1] in vow_list):
      res += 1
  if test_str[0] not in vow_list and test_str[1] in vow_list:
    res += 1
  if test_str[-1] not in vow_list and test_str[-2] in vow_list:
    res += 1
  return (res) ","[""assert count_vowels('bestinstareels') == 7"", ""assert count_vowels('partofthejourneyistheend') == 12"", ""assert count_vowels('amazonprime') == 5""]","function count_vowels(test_str: string): number {
  let res: number = 0;
  const vow_list: string[] = ['a', 'e', 'i', 'o', 'u'];
  
  for (let idx = 1; idx < test_str.length - 1; idx++) {
    if (!vow_list.includes(test_str[idx]) && (vow_list.includes(test_str[idx - 1]) || vow_list.includes(test_str[idx + 1]))) {
      res += 1;
    }
  }
  
  if (!vow_list.includes(test_str[0]) && vow_list.includes(test_str[1])) {
    res += 1;
  }
  
  if (!vow_list.includes(test_str[test_str.length - 1]) && vow_list.includes(test_str[test_str.length - 2])) {
    res += 1;
  }
  
  return res;
}",success,1,3,0,[]
777,train,sanitized,Write a python function to find the sum of non-repeated elements in a given list.,"def find_sum(arr): 
    arr.sort() 
    sum = arr[0] 
    for i in range(len(arr)-1): 
        if (arr[i] != arr[i+1]): 
            sum = sum + arr[i+1]   
    return sum","[""assert find_sum([1,2,3,1,1,4,5,6]) == 21"", ""assert find_sum([1,10,9,4,2,10,10,45,4]) == 71"", ""assert find_sum([12,10,9,45,2,10,10,45,10]) == 78""]","function find_sum(arr: number[]): number {
    arr.sort((a, b) => a - b);
    let sum = arr[0];
    for (let i = 0; i < arr.length - 1; i++) {
        if (arr[i] !== arr[i + 1]) {
            sum = sum + arr[i + 1];
        }
    }
    return sum;
}",success,1,3,0,[]
778,train,sanitized,Write a function to pack consecutive duplicates of a given list elements into sublists.,"from itertools import groupby
def pack_consecutive_duplicates(list1):
    return [list(group) for key, group in groupby(list1)]","[""assert pack_consecutive_duplicates([0, 0, 1, 2, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 4, 4])==[[0, 0], [1], [2], [3], [4, 4], [5], [6, 6, 6], [7], [8], [9], [4, 4]]"", ""assert pack_consecutive_duplicates([10, 10, 15, 19, 18, 18, 17, 26, 26, 17, 18, 10])==[[10, 10], [15], [19], [18, 18], [17], [26, 26], [17], [18], [10]]"", ""assert pack_consecutive_duplicates(['a', 'a', 'b', 'c', 'd', 'd'])==[['a', 'a'], ['b'], ['c'], ['d', 'd']]""]","function pack_consecutive_duplicates<T>(list1: T[]): T[][] {
    if (list1.length === 0) {
        return [];
    }
    
    const result: T[][] = [];
    let currentGroup: T[] = [list1[0]];
    
    for (let i = 1; i < list1.length; i++) {
        if (list1[i] === list1[i - 1]) {
            currentGroup.push(list1[i]);
        } else {
            result.push(currentGroup);
            currentGroup = [list1[i]];
        }
    }
    
    result.push(currentGroup);
    
    return result;
}",success,1,3,0,[]
779,train,sanitized,"Write a function to count the number of lists within a list. The function should return a dictionary, where every list is turned to a tuple, and the value of the tuple is the number of its occurrences.","def unique_sublists(list1):
    result ={}
    for l in list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result","[""assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]])=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}"", ""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}"", ""assert unique_sublists([[1, 2], [3, 4], [4, 5], [6, 7]])=={(1, 2): 1, (3, 4): 1, (4, 5): 1, (6, 7): 1}""]","function unique_sublists<T>(list1: T[][]): Map<string, number> {
    const result = new Map<string, number>();
    
    for (const l of list1) {
        const key = JSON.stringify(l);
        result.set(key, (result.get(key) || 0) + 1);
    }
    
    return result;
}

function unique_sublists_as_object<T>(list1: T[][]): Record<string, number> {
    const result: Record<string, number> = {};
    
    for (const l of list1) {
        const key = JSON.stringify(l);
        result[key] = (result[key] || 0) + 1;
    }
    
    return result;
}

// Alternative version that returns a Map with tuple arrays as conceptual keys
// but uses string serialization internally for proper key comparison
function unique_sublists_with_tuples<T>(list1: T[][]): Map<T[], number> {
    const countMap = new Map<string, number>();
    const keyToArray = new Map<string, T[]>();
    
    for (const l of list1) {
        const key = JSON.stringify(l);
        countMap.set(key, (countMap.get(key) || 0) + 1);
        if (!keyToArray.has(key)) {
            keyToArray.set(key, l);
        }
    }
    
    const result = new Map<T[], number>();
    for (const [key, count] of countMap) {
        result.set(keyToArray.get(key)!, count);
    }
    
    return result;
}",success,1,3,0,[]
780,train,sanitized,Write a function to find the combinations of sums with tuples in the given tuple list. https://www.geeksforgeeks.org/python-combinations-of-sum-with-tuples-in-tuple-list/,"from itertools import combinations 
def find_combinations(test_list):
  res = [(b1 + a1, b2 + a2) for (a1, a2), (b1, b2) in combinations(test_list, 2)]
  return (res) ","[""assert find_combinations([(2, 4), (6, 7), (5, 1), (6, 10)]) == [(8, 11), (7, 5), (8, 14), (11, 8), (12, 17), (11, 11)]"", ""assert find_combinations([(3, 5), (7, 8), (6, 2), (7, 11)]) == [(10, 13), (9, 7), (10, 16), (13, 10), (14, 19), (13, 13)]"", ""assert find_combinations([(4, 6), (8, 9), (7, 3), (8, 12)]) == [(12, 15), (11, 9), (12, 18), (15, 12), (16, 21), (15, 15)]""]","function find_combinations(test_list: [number, number][]): [number, number][] {
  const res: [number, number][] = [];
  
  for (let i = 0; i < test_list.length; i++) {
    for (let j = i + 1; j < test_list.length; j++) {
      const [a1, a2] = test_list[i];
      const [b1, b2] = test_list[j];
      res.push([b1 + a1, b2 + a2]);
    }
  }
  
  return res;
}",success,1,3,0,[]
781,train,sanitized,Write a python function to check whether the count of divisors is even. https://www.w3resource.com/python-exercises/basic/python-basic-1-exercise-24.php,"import math 
def count_divisors(n) : 
    count = 0
    for i in range(1, (int)(math.sqrt(n)) + 2) : 
        if (n % i == 0) : 
            if( n // i == i) : 
                count = count + 1
            else : 
                count = count + 2
    return count % 2 == 0","[""assert count_divisors(10)"", ""assert not count_divisors(100)"", ""assert count_divisors(125)""]","function count_divisors(n: number): boolean {
    let count = 0;
    for (let i = 1; i < Math.floor(Math.sqrt(n)) + 2; i++) {
        if (n % i === 0) {
            if (Math.floor(n / i) === i) {
                count = count + 1;
            } else {
                count = count + 2;
            }
        }
    }
    return count % 2 === 0;
}",success,1,3,0,[]
782,train,sanitized,Write a python function to find the sum of all odd length subarrays. https://www.geeksforgeeks.org/sum-of-all-odd-length-subarrays/,"def odd_length_sum(arr):
    Sum = 0
    l = len(arr)
    for i in range(l):
        Sum += ((((i + 1) *(l - i) + 1) // 2) * arr[i])
    return Sum","[""assert odd_length_sum([1,2,4]) == 14"", ""assert odd_length_sum([1,2,1,2]) == 15"", ""assert odd_length_sum([1,7]) == 8""]","function odd_length_sum(arr: number[]): number {
    let sum = 0;
    const l = arr.length;
    for (let i = 0; i < l; i++) {
        sum += Math.floor(((i + 1) * (l - i) + 1) / 2) * arr[i];
    }
    return sum;
}",success,1,3,0,[]
783,train,sanitized,Write a function to convert rgb color to hsv color. https://www.geeksforgeeks.org/program-change-rgb-color-model-hsv-color-model/,"def rgb_to_hsv(r, g, b):
    r, g, b = r/255.0, g/255.0, b/255.0
    mx = max(r, g, b)
    mn = min(r, g, b)
    df = mx-mn
    if mx == mn:
        h = 0
    elif mx == r:
        h = (60 * ((g-b)/df) + 360) % 360
    elif mx == g:
        h = (60 * ((b-r)/df) + 120) % 360
    elif mx == b:
        h = (60 * ((r-g)/df) + 240) % 360
    if mx == 0:
        s = 0
    else:
        s = (df/mx)*100
    v = mx*100
    return h, s, v","[""assert rgb_to_hsv(255, 255, 255)==(0, 0.0, 100.0)"", ""assert rgb_to_hsv(0, 215, 0)==(120.0, 100.0, 84.31372549019608)"", ""assert rgb_to_hsv(10, 215, 110)==(149.26829268292684, 95.34883720930233, 84.31372549019608)""]","function rgb_to_hsv(r: number, g: number, b: number): [number, number, number] {
    r = r / 255.0;
    g = g / 255.0;
    b = b / 255.0;
    
    const mx = Math.max(r, g, b);
    const mn = Math.min(r, g, b);
    const df = mx - mn;
    
    let h: number;
    if (mx === mn) {
        h = 0;
    } else if (mx === r) {
        h = (60 * ((g - b) / df) + 360) % 360;
    } else if (mx === g) {
        h = (60 * ((b - r) / df) + 120) % 360;
    } else {
        h = (60 * ((r - g) / df) + 240) % 360;
    }
    
    let s: number;
    if (mx === 0) {
        s = 0;
    } else {
        s = (df / mx) * 100;
    }
    
    const v = mx * 100;
    
    return [h, s, v];
}",success,1,3,0,[]
784,train,sanitized,Write a function to find the product of first even and odd number of a given list.,"def mul_even_odd(list1):
    first_even = next((el for el in list1 if el%2==0),-1)
    first_odd = next((el for el in list1 if el%2!=0),-1)
    return (first_even*first_odd)","[""assert mul_even_odd([1,3,5,7,4,1,6,8])==4"", ""assert mul_even_odd([1,2,3,4,5,6,7,8,9,10])==2"", ""assert mul_even_odd([1,5,7,9,10])==10""]","function mul_even_odd(list1: number[]): number {
    let first_even: number = -1;
    for (const el of list1) {
        if (el % 2 === 0) {
            first_even = el;
            break;
        }
    }
    
    let first_odd: number = -1;
    for (const el of list1) {
        if (el % 2 !== 0) {
            first_odd = el;
            break;
        }
    }
    
    return first_even * first_odd;
}",success,1,3,0,[]
785,train,sanitized,Write a function to convert tuple string to integer tuple.,"def tuple_str_int(test_str):
  res = tuple(int(num) for num in test_str.replace('(', '').replace(')', '').replace('...', '').split(', '))
  return (res) ","[""assert tuple_str_int(\""(7, 8, 9)\"") == (7, 8, 9)"", ""assert tuple_str_int(\""(1, 2, 3)\"") == (1, 2, 3)"", ""assert tuple_str_int(\""(4, 5, 6)\"") == (4, 5, 6)"", ""assert tuple_str_int(\""(7, 81, 19)\"") == (7, 81, 19)""]","function tuple_str_int(test_str: string): number[] {
  const res = test_str
    .replace('(', '')
    .replace(')', '')
    .replace('...', '')
    .split(', ')
    .map(num => parseInt(num, 10));
  return res;
}",success,1,4,0,[]
