task_id,source_split,source_config,text,code_python,test_list,code_rust,code_rust_status,code_rust_attempts,code_rust_tests_passed,code_rust_tests_failed,tests_rust
87,test,sanitized,Write a function to merge three dictionaries into a single dictionary.,"import collections as ct
def merge_dictionaries_three(dict1,dict2, dict3):
    merged_dict = dict(ct.ChainMap({},dict1,dict2,dict3))
    return merged_dict","[""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{ \""O\"": \""Orange\"", \""W\"": \""White\"", \""B\"": \""Black\"" })=={'B': 'Black', 'R': 'Red', 'P': 'Pink', 'G': 'Green', 'W': 'White', 'O': 'Orange'}"", ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""})=={'W': 'White', 'P': 'Pink', 'B': 'Black', 'R': 'Red', 'G': 'Green', 'L': 'lavender'}"", ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""},{ \""G\"": \""Green\"", \""W\"": \""White\"" })=={'B': 'Black', 'P': 'Pink', 'R': 'Red', 'G': 'Green', 'L': 'lavender', 'W': 'White'}""]","use std::collections::HashMap;

pub fn merge_dictionaries_three(
    dict1: HashMap<String, String>,
    dict2: HashMap<String, String>,
    dict3: HashMap<String, String>,
) -> HashMap<String, String> {
    let mut merged_dict = HashMap::new();
    
    // ChainMap in Python gives priority to earlier dictionaries
    // So we insert in reverse order (dict3, dict2, dict1) to achieve the same effect
    for (key, value) in dict3 {
        merged_dict.insert(key, value);
    }
    for (key, value) in dict2 {
        merged_dict.insert(key, value);
    }
    for (key, value) in dict1 {
        merged_dict.insert(key, value);
    }
    
    merged_dict
}",success,1,3,0,"[{""python_test"": ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{ \""O\"": \""Orange\"", \""W\"": \""White\"", \""B\"": \""Black\"" })=={'B': 'Black', 'R': 'Red', 'P': 'Pink', 'G': 'Green', 'W': 'White', 'O': 'Orange'}"", ""generated_test"": ""let mut dict1 = HashMap::new();\ndict1.insert(\""R\"".to_string(), \""Red\"".to_string());\ndict1.insert(\""B\"".to_string(), \""Black\"".to_string());\ndict1.insert(\""P\"".to_string(), \""Pink\"".to_string());\n\nlet mut dict2 = HashMap::new();\ndict2.insert(\""G\"".to_string(), \""Green\"".to_string());\ndict2.insert(\""W\"".to_string(), \""White\"".to_string());\n\nlet mut dict3 = HashMap::new();\ndict3.insert(\""O\"".to_string(), \""Orange\"".to_string());\ndict3.insert(\""W\"".to_string(), \""White\"".to_string());\ndict3.insert(\""B\"".to_string(), \""Black\"".to_string());\n\nlet result = merge_dictionaries_three(dict1, dict2, dict3);\n\nlet mut expected = HashMap::new();\nexpected.insert(\""B\"".to_string(), \""Black\"".to_string());\nexpected.insert(\""R\"".to_string(), \""Red\"".to_string());\nexpected.insert(\""P\"".to_string(), \""Pink\"".to_string());\nexpected.insert(\""G\"".to_string(), \""Green\"".to_string());\nexpected.insert(\""W\"".to_string(), \""White\"".to_string());\nexpected.insert(\""O\"".to_string(), \""Orange\"".to_string());\n\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""})=={'W': 'White', 'P': 'Pink', 'B': 'Black', 'R': 'Red', 'G': 'Green', 'L': 'lavender'}"", ""generated_test"": ""let mut dict1 = HashMap::new();\ndict1.insert(\""R\"".to_string(), \""Red\"".to_string());\ndict1.insert(\""B\"".to_string(), \""Black\"".to_string());\ndict1.insert(\""P\"".to_string(), \""Pink\"".to_string());\n\nlet mut dict2 = HashMap::new();\ndict2.insert(\""G\"".to_string(), \""Green\"".to_string());\ndict2.insert(\""W\"".to_string(), \""White\"".to_string());\n\nlet mut dict3 = HashMap::new();\ndict3.insert(\""L\"".to_string(), \""lavender\"".to_string());\ndict3.insert(\""B\"".to_string(), \""Blue\"".to_string());\n\nlet result = merge_dictionaries_three(dict1, dict2, dict3);\n\nlet mut expected = HashMap::new();\nexpected.insert(\""W\"".to_string(), \""White\"".to_string());\nexpected.insert(\""P\"".to_string(), \""Pink\"".to_string());\nexpected.insert(\""B\"".to_string(), \""Black\"".to_string());\nexpected.insert(\""R\"".to_string(), \""Red\"".to_string());\nexpected.insert(\""G\"".to_string(), \""Green\"".to_string());\nexpected.insert(\""L\"".to_string(), \""lavender\"".to_string());\n\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""},{ \""G\"": \""Green\"", \""W\"": \""White\"" })=={'B': 'Black', 'P': 'Pink', 'R': 'Red', 'G': 'Green', 'L': 'lavender', 'W': 'White'}"", ""generated_test"": ""let mut dict1 = HashMap::new();\ndict1.insert(\""R\"".to_string(), \""Red\"".to_string());\ndict1.insert(\""B\"".to_string(), \""Black\"".to_string());\ndict1.insert(\""P\"".to_string(), \""Pink\"".to_string());\n\nlet mut dict2 = HashMap::new();\ndict2.insert(\""L\"".to_string(), \""lavender\"".to_string());\ndict2.insert(\""B\"".to_string(), \""Blue\"".to_string());\n\nlet mut dict3 = HashMap::new();\ndict3.insert(\""G\"".to_string(), \""Green\"".to_string());\ndict3.insert(\""W\"".to_string(), \""White\"".to_string());\n\nlet result = merge_dictionaries_three(dict1, dict2, dict3);\n\nlet mut expected = HashMap::new();\nexpected.insert(\""B\"".to_string(), \""Black\"".to_string());\nexpected.insert(\""P\"".to_string(), \""Pink\"".to_string());\nexpected.insert(\""R\"".to_string(), \""Red\"".to_string());\nexpected.insert(\""G\"".to_string(), \""Green\"".to_string());\nexpected.insert(\""L\"".to_string(), \""lavender\"".to_string());\nexpected.insert(\""W\"".to_string(), \""White\"".to_string());\n\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
88,test,sanitized,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.","import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count","[""assert freq_count([10,10,10,10,20,20,20,20,40,40,50,50,30])==({10: 4, 20: 4, 40: 2, 50: 2, 30: 1})"", ""assert freq_count([1,2,3,4,3,2,4,1,3,1,4])==({1:3, 2:2,3:3,4:3})"", ""assert freq_count([5,6,7,4,9,10,4,5,6,7,9,5])==({10:1,5:3,6:2,7:2,4:2,9:2})""]","use std::collections::HashMap;

pub fn freq_count(list1: Vec<i32>) -> HashMap<i32, i32> {
    let mut freq_map: HashMap<i32, i32> = HashMap::new();
    for item in list1 {
        *freq_map.entry(item).or_insert(0) += 1;
    }
    freq_map
}",success,1,3,0,"[{""python_test"": ""assert freq_count([10,10,10,10,20,20,20,20,40,40,50,50,30])==({10: 4, 20: 4, 40: 2, 50: 2, 30: 1})"", ""generated_test"": ""let result = freq_count(vec![10,10,10,10,20,20,20,20,40,40,50,50,30]);\nlet mut expected: HashMap<i32, i32> = HashMap::new();\nexpected.insert(10, 4);\nexpected.insert(20, 4);\nexpected.insert(40, 2);\nexpected.insert(50, 2);\nexpected.insert(30, 1);\n\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert freq_count([1,2,3,4,3,2,4,1,3,1,4])==({1:3, 2:2,3:3,4:3})"", ""generated_test"": ""let result = freq_count(vec![1, 2, 3, 4, 3, 2, 4, 1, 3, 1, 4]);\nlet mut expected: HashMap<i32, i32> = HashMap::new();\nexpected.insert(1, 3);\nexpected.insert(2, 2);\nexpected.insert(3, 3);\nexpected.insert(4, 3);\n\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert freq_count([5,6,7,4,9,10,4,5,6,7,9,5])==({10:1,5:3,6:2,7:2,4:2,9:2})"", ""generated_test"": ""let result = freq_count(vec![5,6,7,4,9,10,4,5,6,7,9,5]);\nlet mut expected: HashMap<i32, i32> = HashMap::new();\nexpected.insert(10, 1);\nexpected.insert(5, 3);\nexpected.insert(6, 2);\nexpected.insert(7, 2);\nexpected.insert(4, 2);\nexpected.insert(9, 2);\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
89,test,sanitized,Write a function to find the closest smaller number than n.,"def closest_num(N):
  return (N - 1)","[""assert closest_num(11) == 10"", ""assert closest_num(7) == 6"", ""assert closest_num(12) == 11""]","pub fn closest_num(n: i32) -> i32 {
    n - 1
}",success,1,3,0,"[{""python_test"": ""assert closest_num(11) == 10"", ""generated_test"": ""let result = closest_num(11);\nlet expected = 10;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert closest_num(7) == 6"", ""generated_test"": ""let result = closest_num(7);\nlet expected = 6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert closest_num(12) == 11"", ""generated_test"": ""let result = closest_num(12);\nlet expected = 11;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
90,test,sanitized,Write a python function to find the length of the longest word.,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max","[""assert len_log([\""python\"",\""PHP\"",\""bigdata\""]) == 7"", ""assert len_log([\""a\"",\""ab\"",\""abc\""]) == 3"", ""assert len_log([\""small\"",\""big\"",\""tall\""]) == 5""]","pub fn len_log(list1: Vec<&str>) -> usize {
    let mut max = list1[0].len();
    for i in list1 {
        if i.len() > max {
            max = i.len();
        }
    }
    max
}",success,1,3,0,"[{""python_test"": ""assert len_log([\""python\"",\""PHP\"",\""bigdata\""]) == 7"", ""generated_test"": ""let result = len_log(vec![\""python\"", \""PHP\"", \""bigdata\""]);\nlet expected = 7;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert len_log([\""a\"",\""ab\"",\""abc\""]) == 3"", ""generated_test"": ""let result = len_log(vec![\""a\"", \""ab\"", \""abc\""]);\nlet expected = 3;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert len_log([\""small\"",\""big\"",\""tall\""]) == 5"", ""generated_test"": ""let result = len_log(vec![\""small\"", \""big\"", \""tall\""]);\nlet expected = 5;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
91,test,sanitized,Write a function to check if a string is present as a substring in a given list of string values.,"def find_substring(str1, sub_str):
   if any(sub_str in s for s in str1):
       return True
   return False","[""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ack\"")==True"", ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""abc\"")==False"", ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ange\"")==True""]","pub fn find_substring(str1: &[&str], sub_str: &str) -> bool {
    str1.iter().any(|s| s.contains(sub_str))
}",success,1,3,0,"[{""python_test"": ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ack\"")==True"", ""generated_test"": ""let result = find_substring(&[\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""], \""ack\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""abc\"")==False"", ""generated_test"": ""let result = find_substring(&[\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""], \""abc\"");\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ange\"")==True"", ""generated_test"": ""let result = find_substring(&[\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""], \""ange\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
92,test,sanitized,Write a function to check whether the given number is undulating or not.,"def is_undulating(n): 
	n = str(n)
	if (len(n) <= 2): 
		return False
	for i in range(2, len(n)): 
		if (n[i - 2] != n[i]): 
			return False
	return True","[""assert is_undulating(1212121) == True"", ""assert is_undulating(1991) == False"", ""assert is_undulating(121) == True""]","pub fn is_undulating(n: i64) -> bool {
    let s = n.to_string();
    let chars: Vec<char> = s.chars().collect();
    
    if chars.len() <= 2 {
        return false;
    }
    
    for i in 2..chars.len() {
        if chars[i - 2] != chars[i] {
            return false;
        }
    }
    
    true
}",success,1,3,0,"[{""python_test"": ""assert is_undulating(1212121) == True"", ""generated_test"": ""let result = is_undulating(1212121);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_undulating(1991) == False"", ""generated_test"": ""let result = is_undulating(1991);\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert is_undulating(121) == True"", ""generated_test"": ""let result = is_undulating(121);\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
93,test,sanitized,Write a function to calculate the value of 'a' to the power 'b'.,"def power(a,b):
	if b==0:
		return 1
	elif a==0:
		return 0
	elif b==1:
		return a
	else:
		return a*power(a,b-1)","[""assert power(3,4) == 81"", ""assert power(2,3) == 8"", ""assert power(5,5) == 3125""]","pub fn power(a: i64, b: i64) -> i64 {
    if b == 0 {
        1
    } else if a == 0 {
        0
    } else if b == 1 {
        a
    } else {
        a * power(a, b - 1)
    }
}",success,1,3,0,"[{""python_test"": ""assert power(3,4) == 81"", ""generated_test"": ""let result = power(3, 4);\nlet expected = 81;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert power(2,3) == 8"", ""generated_test"": ""let result = power(2, 3);\nlet expected = 8;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert power(5,5) == 3125"", ""generated_test"": ""let result = power(5, 5);\nlet expected = 3125;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
94,test,sanitized,"Given a list of tuples, write a function that returns the first value of the tuple with the smallest second value.","from operator import itemgetter 
def index_minimum(test_list):
  res = min(test_list, key = itemgetter(1))[0]
  return (res) ","[""assert index_minimum([('Rash', 143), ('Manjeet', 200), ('Varsha', 100)]) == 'Varsha'"", ""assert index_minimum([('Yash', 185), ('Dawood', 125), ('Sanya', 175)]) == 'Dawood'"", ""assert index_minimum([('Sai', 345), ('Salman', 145), ('Ayesha', 96)]) == 'Ayesha'""]","pub fn index_minimum(test_list: Vec<(&str, i32)>) -> &str {
    test_list
        .iter()
        .min_by_key(|&(_, second)| second)
        .map(|(first, _)| *first)
        .unwrap()
}",success,1,3,0,"[{""python_test"": ""assert index_minimum([('Rash', 143), ('Manjeet', 200), ('Varsha', 100)]) == 'Varsha'"", ""generated_test"": ""let result = index_minimum(vec![(\""Rash\"", 143), (\""Manjeet\"", 200), (\""Varsha\"", 100)]);\nlet expected = \""Varsha\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert index_minimum([('Yash', 185), ('Dawood', 125), ('Sanya', 175)]) == 'Dawood'"", ""generated_test"": ""let result = index_minimum(vec![(\""Yash\"", 185), (\""Dawood\"", 125), (\""Sanya\"", 175)]);\nlet expected = \""Dawood\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert index_minimum([('Sai', 345), ('Salman', 145), ('Ayesha', 96)]) == 'Ayesha'"", ""generated_test"": ""let result = index_minimum(vec![(\""Sai\"", 345), (\""Salman\"", 145), (\""Ayesha\"", 96)]);\nlet expected = \""Ayesha\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
95,test,sanitized,Write a python function to find the length of the smallest list in a list of lists.,"def Find_Min_Length(lst):  
    minLength = min(len(x) for x in lst )
    return minLength ","[""assert Find_Min_Length([[1],[1,2]]) == 1"", ""assert Find_Min_Length([[1,2],[1,2,3],[1,2,3,4]]) == 2"", ""assert Find_Min_Length([[3,3,3],[4,4,4,4]]) == 3""]","pub fn Find_Min_Length(lst: &[Vec<i32>]) -> usize {
    lst.iter().map(|x| x.len()).min().unwrap_or(0)
}",success,1,3,0,"[{""python_test"": ""assert Find_Min_Length([[1],[1,2]]) == 1"", ""generated_test"": ""let input = vec![vec![1], vec![1, 2]];\nlet result = Find_Min_Length(&input);\nlet expected: usize = 1;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert Find_Min_Length([[1,2],[1,2,3],[1,2,3,4]]) == 2"", ""generated_test"": ""let input = vec![vec![1, 2], vec![1, 2, 3], vec![1, 2, 3, 4]];\nlet result = Find_Min_Length(&input);\nlet expected: usize = 2;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert Find_Min_Length([[3,3,3],[4,4,4,4]]) == 3"", ""generated_test"": ""let input = vec![vec![3, 3, 3], vec![4, 4, 4, 4]];\nlet result = Find_Min_Length(&input);\nlet expected: usize = 3;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
96,test,sanitized,Write a python function to find the number of divisors of a given integer.,"def divisor(n):
  for i in range(n):
    x = len([i for i in range(1,n+1) if not n % i])
  return x","[""assert divisor(15) == 4"", ""assert divisor(12) == 6"", ""assert divisor(9) == 3""]","pub fn divisor(n: i32) -> usize {
    (1..=n).filter(|&i| n % i == 0).count()
}",success,1,3,0,"[{""python_test"": ""assert divisor(15) == 4"", ""generated_test"": ""let result = divisor(15);\nlet expected = 4;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert divisor(12) == 6"", ""generated_test"": ""let result = divisor(12);\nlet expected: usize = 6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert divisor(9) == 3"", ""generated_test"": ""let result = divisor(9);\nlet expected = 3;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
